Checklist,Clause,Req Name,Details,Project ID,Verification Method
93,5.4 Pt 1,Protruding part radius of curvature,No protruding part of the external surface shall have a radius of curvature less than 2.5 mm.,SRP8-167,Inspection + Analysis
94,5.4 Pt 1,Protruding part radius of curvature,No protruding part of the external surface shall have a radius of curvature less than 2.5 mm.,SRP8-170,Inspection + Analysis
95,5.4 Pt 2,Blunted angles for small protruding parts,"This requirement shall not apply to parts of the external surface which protrude less than 5 mm, but the outward facing angles of such parts shall be blunted, save where such parts protrude less than 1.5 mm.",SRP8-167,Inspection + Analysis
96,29 - 34,Blunted angles for small protruding parts,"This requirement shall not apply to parts of the external surface which protrude less than 5 mm, but the outward facing angles of such parts shall be blunted, save where such parts protrude less than 1.5 mm.",SRP8-170,Inspection + Analysis
97,5.5,Hardness of protruding parts,"Protruding parts of the external surface, made of a material of hardness not exceeding 60 shore A, may have a radius of curvature less than 2.5 mm.
The hardness measurement shall be taken with the component as installed on the vehicle. Where it is impossible to carry out a hardness measurement by the Shore A procedure, comparable measurements shall be used for evaluation.",SRP8-167,Test + Inspection
98,5.5,Hardness of protruding parts,"Protruding parts of the external surface, made of a material of hardness not exceeding 60 shore A, may have a radius of curvature less than 2.5 mm.
The hardness measurement shall be taken with the component as installed on the vehicle. Where it is impossible to carry out a hardness measurement by the Shore A procedure, comparable measurements shall be used for evaluation.",SRP8-170,Test + Inspection
99,5.6,Prioritise Paragraph 6. (Particular Specifications),"The provisions of the above paragraphs 5.1. to 5.5. shall apply in addition to the particular specifications of the following paragraph 6., except where these particular specifications expressly provide otherwise.",,
34,6.1.1,Ornaments,"Added ornaments which project more than 10 mm from their support shall retract, become detached or bend over under a force of 10 daN exerted at their most salient point in any direction in a plane approximately parallel to the surface on which they are mounted. These provisions shall not apply to ornaments on radiator grilles, to which only the general requirements of paragraph 5. shall apply.
To apply the 10 daN force a flat-ended ram of not more than 50 mm diameter shall be used. Where this is not possible, an equivalent method shall be used. After the ornaments are retracted, detached or bent over, the remaining projections shall not project more than 10 mm. These projections shall in any case satisfy the provisions of paragraph 5.2. If the ornament is mounted on a base, this base is regarded as belonging to the ornament and not to the supporting surface.",,Test
35,6.1.2,Protective strips or shielding,"Protective strips or shielding on the external surface shall not be subject to the requirements of paragraph 6.1.1. above; however, they shall be firmly secured to the vehicle.",,Inspection
36,6.2.1 Pt 1,Headlights projection length,"Projecting visors and rims shall be permitted on headlights, provided that their projection, as measured in relation to the external transparent surface of the headlight does not exceed 30 mm",SRP8-012,Inspection + Analysis
37,6.2.1 Pt 2,Headlights projection radius of curvature,"Projecting visors and rims shall be permitted on headlights, provided that their radius of curvature is at least 2.5 mm throughout.",SRP8-012,Inspection + Analysis
38,6.2.1 Pt 3,Headlight projection determination,"In the case of a headlamp mounted behind an additional transparent surface, the projection shall be measured from the outermost transparent surface. The projections shall be determined according to the method described in paragraph 3. of Annex 3 to this Regulation.",SRP8-012,Annex 3
100,6.3.1 Outline,Gap applicability,"The requirements of paragraph 5.4. above shall not apply to gaps between fixed or movable elements, including those forming part of air intake or outlet grilles and radiator grilles, provided that the distance between consecutive elements does not exceed 40 mm and provided that the grilles and gaps have a functional purpose.",SRP8-083,
42,6.3.1 Pt 1,25 mm <= Gap Distance <= 40 mm,For gaps of between 40 mm and 25 mm the radii of curvature shall be 1 mm or more.,SRP8-083,Inspection + Analysis
43,6.3.1 Pt 2,Gap Distance <= 25mm,"However, if the distance between two consecutive elements is equal to or less than 25 mm, the radii of curvature of external faces of the elements shall not be less than 0.5 mm.",SRP8-085,Inspection + Analysis
44,6.3.2,Blunted Junction,The junction of the front with the side faces of each element forming a grille or gap shall be blunted.,SRP8-086,Inspection + Analysis
45,6.4.1 Pt 1,Windscreen wiper fittings radius of curvature,The windscreen wiper fittings shall be such that the wiper shaft is furnished with a protective casing which has a radius of curvature meeting the requirements of paragraph 5.4. above (no radius of curvature less than 2.5 mm),SRP8-003,Inspection + Analysis
46,6.4.1 Pt 2,Windscreen wiper fittings minimum surface area,The windscreen wiper fittings shall be such that the wiper shaft is furnished with a protective casing that has an end surface area of not less than 150 mm2.,SRP8-003,Inspection + Analysis
47,6.4.1 Pt 3,Rounded covers,"In the case of rounded covers, these shall have a minimum projected area of 150 mm2 when measured not more than 6.5 mm from the point projecting furthest.",SRP8-005,Analysis
48,6.4.2,Wiper blades,"Paragraph 5.4. shall not apply to the wiper blades or to any supporting members. However, these units shall be so made as to have no sharp angles or pointed or cutting parts.",SRP8-006,Inspection
49,6.5.1,Bumpers integration test,The ends of the bumpers shall be turned in towards the external surface in order to minimize the risk of fouling. This requirement is considered to be satisfied if either the bumper is recessed or integrated within the bodywork or the end of the bumper is turned in so that it is not contactable by a 100 mm sphere and the gap between the bumper end and the surrounding bodywork does not exceed 20 mm.,SRP8-167,Inspection
50,6.5.1,Bumpers integration test,The ends of the bumpers shall be turned in towards the external surface in order to minimize the risk of fouling. This requirement is considered to be satisfied if either the bumper is recessed or integrated within the bodywork or the end of the bumper is turned in so that it is not contactable by a 100 mm sphere and the gap between the bumper end and the surrounding bodywork does not exceed 20 mm.,SRP8-170,Inspection
101,6.5.2 Overview,Bumper zone specification,This provision applies to that part of the zone lying from the contour line to 20 mm inward which is situated between and in front (or rear in case of the Rear Quarters) of tangential points with the contour line of two vertical planes each forming with the longitudinal plane of symmetry of the vehicle an angle of 15° (see Fig. 1).,SRP8-167,Analysis / Inspection
102,6.5.2 Overview,Bumper zone specification,This provision applies to that part of the zone lying from the contour line to 20 mm inward which is situated between and in front (or rear in case of the Rear Quarters) of tangential points with the contour line of two vertical planes each forming with the longitudinal plane of symmetry of the vehicle an angle of 15° (see Fig. 1).,SRP8-170,Analysis / Inspection
51,6.5.2 Pt 1,Rigid Bumper Surface Requirement,"If the line of the bumper which corresponds to the outline contour of the car vertical projection is on a rigid surface, that surface shall have a minimum radius of curvature of 5 mm at all its points lying from the contour line to 20 mm inward",SRP8-167,Analysis / Inspection
52,6.5.2 Pt 1,Rigid Bumper Surface Requirement,"If the line of the bumper which corresponds to the outline contour of the car vertical projection is on a rigid surface, that surface shall have a minimum radius of curvature of 5 mm at all its points lying from the contour line to 20 mm inward",SRP8-170,Analysis / Inspection
53,6.5.2 Pt 2,Soft Bumper Surface Requirement,"If the surface of the bumper is soft or deformable (not rigid), provide proof of 2.5mm radius of curvature for the 15° zone lying from the C.L of vehicle (for 20mm inward of the bumper)",SRP8-167,Analysis / Inspection
54,6.5.2 Pt 2,Soft Bumper Surface Requirement,"If the surface of the bumper is soft or deformable (not rigid), provide proof of 2.5mm radius of curvature for the 15° zone lying from the C.L of vehicle (for 20mm inward of the bumper)",SRP8-170,Analysis / Inspection
55,6.5.3,Blunted projections (>1.5 mm),"The requirement of paragraph 6.5.2. above shall not apply to parts on or of the bumper or to bumper insets which have a projection of less than 5 mm, with special reference to joint covers and jets for headlamp washers; but the outward facing angles of such parts shall be blunted, save where such parts protrude less than 1.5 mm.",SRP8-167,Inspection
56,6.5.3,Blunted projections (>1.5 mm),"The requirement of paragraph 6.5.2. above shall not apply to parts on or of the bumper or to bumper insets which have a projection of less than 5 mm, with special reference to joint covers and jets for headlamp washers; but the outward facing angles of such parts shall be blunted, save where such parts protrude less than 1.5 mm.",SRP8-170,Inspection
57,6.6.1 Pt 1,Door Handle Projection,The projection shall not exceed 40 mm in the case of door handles,SRP8-002,Analysis
58,6.6.1 Pt 2,Luggage Compartment Projection,The projection shall not exceed 40 mm in the case of luggage compartment handles,SRP8-004,Analysis
59,6.6.1 Pt 3,All other component projections,The projection shall not exceed 40 mm in the case of door or luggage compartment handles and 30 mm in all other cases.,SRP8-001,Analysis
60,6.6.1 Pt 3,All other component projections,The projection shall not exceed 40 mm in the case of door or luggage compartment handles and 30 mm in all other cases.,SRP8-004,Analysis
61,6.6.2.2 Pt 1,Enclosed handles,"Handles which pivot outwards in any direction which is not parallel to the plane of the door shall, when in the closed position, be enclosed in a protective surround or be recessed.",SRP8-002,Inspection
62,6.6.2.2 Pt 2,Open end of handles,The open end shall face either rearwards or downwards.,SRP8-002,Inspection
63,6.6.2.2 Pt 3,Alternative requirements to 6.6.2.2 Pt 2,"Nevertheless, handles which do not comply with this last condition may be accepted if:
(a) They have an independent return mechanism;
(b) Should the return mechanism fail, they cannot project more than 15 mm;
(c) They comply, in such opened position, with the provisions of paragraph 5.4.; and
(d) Their end surface area, when measured not more than 6.5 mm from the point projecting furthest, is not less than 150 mm2.",SRP8-002,Look at checklist 29-34 for (c)
64,6.7.2,Wheel section projections,"The wheels, wheel nuts, hub caps and wheel discs shall not exhibit any pointed or sharp projections that extend beyond the external plane of the wheel rim. Wing nuts shall not be allowed.",SRP8-050,Inspection
65,6.7.2,Wheel section projections,"The wheels, wheel nuts, hub caps and wheel discs shall not exhibit any pointed or sharp projections that extend beyond the external plane of the wheel rim. Wing nuts shall not be allowed.",SRP8-051,Inspection
66,6.7.3 Pt 1,Vertical projection wheel restriction,"When the vehicle is travelling in a straight line, no part of the wheels other than the tyres, situated above the horizontal plane passing through their axis of rotation shall project beyond the vertical projection, in a horizontal plane of the external surface or structure.",SRP8-050,Analysis / Inspection
67,6.7.3 Pt 1,Vertical projection wheel restriction,"When the vehicle is travelling in a straight line, no part of the wheels other than the tyres, situated above the horizontal plane passing through their axis of rotation shall project beyond the vertical projection, in a horizontal plane of the external surface or structure.",SRP8-051,Analysis / Inspection
68,6.7.3 Pt 2,Radius of curvature if 6.7.3 Pt 1 is not met,"However, if functional requirements so warrant, wheel discs which cover wheel and hub nuts may project beyond the vertical projection of the external surface or structure on condition that the radius of curvature of the surface of the projecting part is not less than 30 mm",SRP8-050,Analysis / Inspection
69,6.7.3 Pt 2,Radius of curvature if 6.7.3 Pt 1 is not met,"However, if functional requirements so warrant, wheel discs which cover wheel and hub nuts may project beyond the vertical projection of the external surface or structure on condition that the radius of curvature of the surface of the projecting part is not less than 30 mm",SRP8-051,Analysis / Inspection
70,6.7.3 Pt 3,Projection maximum if 6.7.3 Pt 1 is not met,"However, if functional requirements so warrant, wheel discs which cover wheel and hub nuts may project beyond the vertical projection of the external surface or structure on condition that the projection beyond the vertical projection of the external surface or structure in no case exceeds 30 mm.",SRP8-050,Analysis / Inspection
71,6.7.3 Pt 3,Projection maximum if 6.7.3 Pt 1 is not met,"However, if functional requirements so warrant, wheel discs which cover wheel and hub nuts may project beyond the vertical projection of the external surface or structure on condition that the projection beyond the vertical projection of the external surface or structure in no case exceeds 30 mm.",SRP8-051,Analysis / Inspection
72,6.8.1,Sheet-metal edges,"Sheet-metal edges, such as gutter edges and the rails of sliding doors, shall not be permitted unless they are folded back or are fitted with a shield meeting the requirements of this Regulation which are applicable to it.
An unprotected edge shall be considered to be folded back either if it is folded back by approximately 180º, or if it is folded towards the bodywork in such a manner that it cannot be contacted by a sphere having a diameter of 100 mm.
The requirements of paragraph 5.4. above shall not apply to the following sheet metal edges: rear edge of bonnet and front edge of rear luggage boot.",,
73,6.9.1,Body panels,"Folds in body panels may have a radius of curvature of less than 2.5 mm provided that it is not less than one-tenth of the height ""H"" of the projection, measured in accordance with the method described in paragraph 1. of Annex 3 to this Regulation.",SRP8-167,Annex 3 paragraph 1
75,6.9.1,Body panels,"Folds in body panels may have a radius of curvature of less than 2.5 mm provided that it is not less than one-tenth of the height ""H"" of the projection, measured in accordance with the method described in paragraph 1. of Annex 3 to this Regulation.",SRP8-170,Annex 3 paragraph 1
103,6.10.1,Lateral air or rain deflectors,Lateral deflectors shall have a radius of curvature of at least 1 mm on edges capable of being directed outwards.,SRP8-065,Analysis / Inspection
104,6.11.1,Jacking brackets,The jacking brackets and exhaust pipe(s) shall not project more than 10 mm beyond the vertical projection of the floor line lying vertically above them.,SRP8-065,Analysis / Inspection
105,6.12.1 Pt 1,Air intake,"Air intake shall meet the requirements of paragraphs 5.2., 5.3. and 5.4. above in all positions of use.",SRP8-083,Analysis / Inspection
106,6.12.1 Pt 2,Outlet flaps,"outlet flaps shall meet the requirements of paragraphs 5.2., 5.3. and 5.4. above in all positions of use.",SRP8-083,Analysis / Inspection
107,6.15.1,Registration plate brackets,Supporting brackets provided by the vehicle manufacturer for registration plates shall comply with the requirements of paragraph 5.4. of this Regulation if they are contactable by a 100 mm diameter sphere when a registration plate is fitted in accordance with the vehicle manufacturer's recommendation.,SRP8-167,Analysis / Inspection
82,6.15.1,Registration plate brackets,Supporting brackets provided by the vehicle manufacturer for registration plates shall comply with the requirements of paragraph 5.4. of this Regulation if they are contactable by a 100 mm diameter sphere when a registration plate is fitted in accordance with the vehicle manufacturer's recommendation.,SRP8-170,Analysis / Inspection
83,6.17.1,Zone for unattached ends of aerials,"Radio receiving and transmitting aerials shall be fitted to the vehicle in such a way that if their unattached end is less than 2 m from the road surface in any position of use specified by the manufacturer of the aerial, it shall be inside the zone bounded by the vertical planes which are 10 cm inside the extreme outer edge of the vehicle as defined in paragraph 2.7. of this Regulation.",SRP8-174,Analysis / Inspection
84,6.17.2,Projection limits of unattached ends,"Furthermore, aerials shall be so fitted to the vehicle, and if necessary their unattached ends so restricted, that no part of the aerials protrude beyond the extreme outer edge of the vehicle as defined in paragraph 2.7. of this Regulation.",SRP8-174,Analysis / Inspection
85,6.17.3,Aerial Shafts radius of curvature,"Shafts of aerials may have radii of curvature of less than 2.5 mm. However, the unattached ends shall be fitted with fixed cappings, the radii of curvature of which are not less than 2.5 mm.",SRP8-174,Inspection
86,6.17.4,Aerial Bases projections,The bases of aerials shall not project more than 40 mm when determined according to the procedure of paragraph 2. of Annex 3 to this Regulation.,SRP8-174,Annex 3 paragraph 2
87,6.17.4.1,Alternative if base of aerial can't be determined,"In cases where by the absence of a flexible shaft or part it is not possible to identify what the base is of an aerial this requirement is deemed to be met if, after a horizontal force of not more than 50 daN in forward and rearward direction is applied by a flat-ended ram of not more than 50 mm diameter at the most salient part of the aerial:
(a) The aerial bends towards the support and does not project more than 40 mm, or
(b) The aerial breaks off and the remaining part of the aerial does not show any sharp or dangerous part that can be contacted by the 100 mm sphere and does not project more than 40 mm.",SRP8-174,Test
88,6.18.1,Assembly instructions for radio receiving or transmitting aerials,"Luggage racks, ski racks and radio receiving or transmitting aerials that have been approved as separate technical units may not be offered for sale, sold or purchased unless accompanied by assembly instructions. The assembly instructions shall contain sufficient information to enable the approved components to be mounted on the vehicle in a manner that complies with the relevant provisions of paragraphs 5. and 6. of this Regulation. In particular, the positions of use must be indicated for telescopic aerials.",,
